file,orf_index,strand,frame,start_nt,end_nt,length_aa,cai_percent,esm2_perplexity
25744_pSLIK-Neo-TmiR-Gb2.fasta,4,+,2,6212,7006,264,62.22,10.2824
25744_pSLIK-Neo-TmiR-Gb2.fasta,5,+,2,4838,5584,248,58.59,7.9219
25744_pSLIK-Neo-TmiR-Gb2.fasta,6,+,1,7123,7818,231,55.41,16.3189
25744_pSLIK-Neo-TmiR-Gb2.fasta,7,-,-1,2635,3183,182,48.90,3.9039
25744_pSLIK-Neo-TmiR-Gb2.fasta,8,-,-2,5691,6107,138,50.20,18.0524
25744_pSLIK-Neo-TmiR-Gb2.fasta,9,+,3,6384,6770,128,53.40,17.0114
25744_pSLIK-Neo-TmiR-Gb2.fasta,10,-,-2,1473,1853,126,50.44,14.6167
25744_pSLIK-Neo-TmiR-Gb2.fasta,11,+,1,9658,10032,124,69.58,10.5156
25744_pSLIK-Neo-TmiR-Gb2.fasta,12,+,3,4995,5297,100,53.07,16.3141
25744_pSLIK-Neo-TmiR-Gb2.fasta,13,-,-2,3900,4193,97,48.71,15.1176
25744_pSLIK-Neo-TmiR-Gb2.fasta,14,-,-2,9651,9938,95,63.14,14.2093
25744_pSLIK-Neo-TmiR-Gb2.fasta,15,-,-1,5290,5571,93,46.18,6.3184
25744_pSLIK-Neo-TmiR-Gb2.fasta,16,+,1,11623,11889,88,51.15,13.7315
25744_pSLIK-Neo-TmiR-Gb2.fasta,17,+,3,8724,8990,88,52.11,13.6498
25744_pSLIK-Neo-TmiR-Gb2.fasta,18,-,-3,6521,6775,84,65.21,19.1779
26112_PGL3-NOXA-N1.fasta,1,-,-1,54,341,95,52.96,13.6396
26967_pLenti-CaMKIIa-ChETA-EYFP.fasta,1,+,3,3744,5579,611,66.41,16.7119
26967_pLenti-CaMKIIa-ChETA-EYFP.fasta,2,+,3,5694,6743,349,55.50,16.8359
26967_pLenti-CaMKIIa-ChETA-EYFP.fasta,3,+,1,1558,2445,295,51.45,15.0690
26967_pLenti-CaMKIIa-ChETA-EYFP.fasta,4,-,-2,9919,10779,286,58.16,9.9643
26967_pLenti-CaMKIIa-ChETA-EYFP.fasta,5,+,1,5707,6219,170,49.30,14.1042
26967_pLenti-CaMKIIa-ChETA-EYFP.fasta,6,+,3,2772,3164,130,52.50,18.4879
26967_pLenti-CaMKIIa-ChETA-EYFP.fasta,7,-,-3,1473,1853,126,50.44,14.6167
26967_pLenti-CaMKIIa-ChETA-EYFP.fasta,8,+,2,8084,8458,124,69.58,10.5156
26967_pLenti-CaMKIIa-ChETA-EYFP.fasta,9,-,-2,8077,8364,95,63.14,14.2093
26967_pLenti-CaMKIIa-ChETA-EYFP.fasta,10,+,1,7150,7416,88,52.11,13.6498
26967_pLenti-CaMKIIa-ChETA-EYFP.fasta,11,+,2,10049,10315,88,51.15,13.7315
29143_pEMS1281.fasta,1,+,2,12632,13492,286,58.16,9.9643
29143_pEMS1281.fasta,2,-,-1,18892,19752,286,58.16,9.8572
29143_pEMS1281.fasta,3,+,1,3613,4446,277,66.98,14.1591
29143_pEMS1281.fasta,4,-,-2,15438,15746,102,53.94,17.0809
29143_pEMS1281.fasta,5,+,2,9956,10240,94,50.97,17.0457
29143_pEMS1281.fasta,6,+,1,15598,15867,89,56.52,17.4050
29143_pEMS1281.fasta,7,+,2,19022,19288,88,51.56,13.6617
29143_pEMS1281.fasta,8,-,-1,13096,13362,88,51.15,13.7315
29143_pEMS1281.fasta,9,-,-2,4263,4526,87,55.24,8.6646
29143_pEMS1281.fasta,10,-,-3,2810,3073,87,54.17,16.0477
29143_pEMS1281.fasta,11,+,2,8327,8587,86,52.26,18.1437
29143_pEMS1281.fasta,12,-,-1,15583,15828,81,53.40,16.1116
30170_pR2HYG.fasta,1,+,1,3826,4677,283,62.54,11.5443
30170_pR2HYG.fasta,2,-,-1,731,1492,253,60.18,10.8906
30170_pR2HYG.fasta,3,+,1,5626,6303,225,68.51,16.8224
30170_pR2HYG.fasta,4,+,2,1067,1711,214,68.57,10.9711
30170_pR2HYG.fasta,5,+,2,3725,4321,198,64.10,17.1040
30170_pR2HYG.fasta,6,+,3,1455,1991,178,53.52,9.8028
30170_pR2HYG.fasta,7,+,3,4050,4583,177,51.05,12.5725
30170_pR2HYG.fasta,8,-,-3,5070,5489,139,56.83,16.1082
30170_pR2HYG.fasta,9,-,-3,4674,4958,94,54.56,13.5113
30170_pR2HYG.fasta,10,+,2,140,421,93,62.06,18.8309
30170_pR2HYG.fasta,11,-,-2,3475,3726,83,55.75,13.0970
31329_pQTEV-PFDN2.fasta,1,-,-3,1735,2694,319,71.39,8.2396
31329_pQTEV-PFDN2.fasta,2,-,-2,4172,5032,286,58.16,9.9643
31329_pQTEV-PFDN2.fasta,3,+,1,832,1491,219,71.22,15.4520
31329_pQTEV-PFDN2.fasta,4,+,1,115,651,178,59.17,11.6442
31329_pQTEV-PFDN2.fasta,5,-,-2,2567,2884,105,60.37,16.7962
31329_pQTEV-PFDN2.fasta,6,+,3,4302,4568,88,51.15,13.7315
31329_pQTEV-PFDN2.fasta,7,-,-2,1715,1978,87,57.03,15.7331
31329_pQTEV-PFDN2.fasta,8,+,3,1701,1952,83,54.42,16.2010
31379_AAV-6P-SEW-YC3.6.fasta,1,+,3,480,2441,653,67.47,2.4638
31379_AAV-6P-SEW-YC3.6.fasta,2,-,-1,225,1172,315,60.24,10.1651
31379_AAV-6P-SEW-YC3.6.fasta,3,+,2,4433,5293,286,58.16,9.9643
31379_AAV-6P-SEW-YC3.6.fasta,4,+,1,2551,3144,197,55.90,15.3016
31379_AAV-6P-SEW-YC3.6.fasta,5,+,2,2564,3067,167,49.39,14.0272
31379_AAV-6P-SEW-YC3.6.fasta,6,+,2,26,466,146,54.26,13.3042
31379_AAV-6P-SEW-YC3.6.fasta,7,-,-3,6343,6642,99,51.32,17.0667
31379_AAV-6P-SEW-YC3.6.fasta,8,-,-3,4897,5163,88,51.15,13.7315
32191_pTALEN_v2_NN_.fasta,1,+,2,5594,6619,341,63.23,12.2228
32191_pTALEN_v2_NN_.fasta,2,+,3,4068,4967,299,55.33,13.9282
32191_pTALEN_v2_NN_.fasta,3,-,-2,6923,7783,286,58.51,9.9643
32191_pTALEN_v2_NN_.fasta,4,-,-2,5531,6352,273,58.92,16.9734
32191_pTALEN_v2_NN_.fasta,5,+,1,2761,3420,219,71.12,15.4520
32191_pTALEN_v2_NN_.fasta,6,+,1,2113,2724,203,58.53,12.2303
32191_pTALEN_v2_NN_.fasta,7,+,3,3762,4067,101,72.38,17.1799
32191_pTALEN_v2_NN_.fasta,8,+,3,7053,7319,88,51.95,13.6856
33108_pCMX-Gal4-TEAD1.fasta,1,+,3,948,2630,560,55.60,15.2362
33108_pCMX-Gal4-TEAD1.fasta,2,-,-1,4966,5826,286,58.16,9.9643
33108_pCMX-Gal4-TEAD1.fasta,3,+,1,2902,3222,106,51.88,14.0249
33108_pCMX-Gal4-TEAD1.fasta,4,-,-3,2279,2557,92,55.96,16.7627
33108_pCMX-Gal4-TEAD1.fasta,5,+,2,5096,5362,88,51.15,13.7315
36829_TAL2430.fasta,1,-,-1,35,316,93,52.08,15.3072
37697_pUASp_YFP_Rab6_DN.fasta,1,+,3,90,716,208,62.18,6.6317
37697_pUASp_YFP_Rab6_DN.fasta,2,-,-1,14,334,106,54.88,17.8173
37754_pHL_233.fasta,1,-,-1,87,797,236,65.17,16.1668
37874_MSCV-N_16E5.fasta,1,+,3,39,416,125,49.43,13.8432
38820_GEM.fasta,1,+,2,47,682,211,61.07,9.1834
39162_UXS1.fasta,1,-,-1,98,802,234,71.09,7.9528
39162_UXS1.fasta,2,+,2,320,817,165,63.77,18.8948
40239_pAM1573.fasta,1,-,-1,7344,8204,286,58.16,9.8572
40239_pAM1573.fasta,2,+,2,2762,3421,219,71.12,15.4520
40239_pAM1573.fasta,3,+,2,140,787,215,58.85,9.0908
40239_pAM1573.fasta,4,+,3,4710,5327,205,60.82,9.7255
40239_pAM1573.fasta,5,+,2,4538,5125,195,56.92,12.5564
40239_pAM1573.fasta,6,-,-3,1048,1578,176,61.46,13.8815
40239_pAM1573.fasta,7,+,1,3778,4299,173,55.17,14.8766
40239_pAM1573.fasta,8,-,-1,4647,5132,161,65.86,16.3391
40239_pAM1573.fasta,9,-,-2,4169,4612,147,68.82,9.0249
40239_pAM1573.fasta,10,-,-3,5566,5934,122,61.17,18.4342
40239_pAM1573.fasta,11,-,-2,362,703,113,60.68,18.2960
40239_pAM1573.fasta,12,+,2,5231,5569,112,54.19,15.8249
40239_pAM1573.fasta,13,+,2,1607,1933,108,57.08,16.0148
40239_pAM1573.fasta,14,-,-1,3645,3965,106,61.82,11.4333
40239_pAM1573.fasta,15,-,-1,2079,2351,90,63.14,10.9500
40239_pAM1573.fasta,16,+,1,7474,7740,88,51.56,13.6617
40981_pBABEpuro-ERBB2_E321G.fasta,1,-,-2,31,759,242,52.18,13.7176
42185_EGFP_G_protein_Gamma_3_F70A_F71A_in_pcDNA3.1.fasta,1,-,-1,48,764,238,64.80,17.0531
42688_TAL3225.fasta,1,-,-1,172,546,124,57.38,15.0998
43418_II-TACT.fasta,1,+,3,183,578,131,61.54,4.1007
43418_II-TACT.fasta,2,-,-3,205,480,91,56.80,6.9395
43499_III-ACGA.fasta,1,+,3,18,557,179,59.53,2.2863
43499_III-ACGA.fasta,2,-,-2,14,433,139,59.09,3.1875
43499_III-ACGA.fasta,3,-,-1,396,641,81,61.17,16.4579
43607_III-GACA.fasta,1,+,1,19,558,179,59.53,2.2868
43607_III-GACA.fasta,2,-,-3,397,642,81,61.17,16.4579
43923_pXL-CAG-3XAP-NLG1.fasta,1,+,3,2475,5591,1038,55.96,12.6604
43923_pXL-CAG-3XAP-NLG1.fasta,2,-,-3,8134,8994,286,58.16,9.9643
43923_pXL-CAG-3XAP-NLG1.fasta,3,-,-1,1794,2642,282,52.57,10.4188
43923_pXL-CAG-3XAP-NLG1.fasta,4,-,-2,1835,2338,167,55.28,8.3253
43923_pXL-CAG-3XAP-NLG1.fasta,5,+,2,1247,1726,159,58.20,12.3262
43923_pXL-CAG-3XAP-NLG1.fasta,6,-,-3,241,633,130,59.51,15.4077
43923_pXL-CAG-3XAP-NLG1.fasta,7,+,3,6672,7043,123,71.00,19.6466
43923_pXL-CAG-3XAP-NLG1.fasta,8,-,-1,2970,3338,122,58.62,11.3530
43923_pXL-CAG-3XAP-NLG1.fasta,9,-,-3,2902,3219,105,52.84,13.8384
43923_pXL-CAG-3XAP-NLG1.fasta,10,+,2,8264,8530,88,51.15,13.7315
43923_pXL-CAG-3XAP-NLG1.fasta,11,+,1,2347,2607,86,54.76,11.3060
43923_pXL-CAG-3XAP-NLG1.fasta,12,+,1,3271,3528,85,54.58,16.7930
45168_mH2A1.2-CT-MYC.fasta,1,+,2,293,634,113,48.00,14.1413
45374_pMP36-14.fasta,1,+,2,695,976,93,46.90,12.0419
45374_pMP36-14.fasta,2,-,-3,654,914,86,49.67,12.8626
46277_pEYFPC1-ECFP_GgVcl_1-419_control_1_FRET.fasta,1,+,1,613,3375,920,62.51,4.2916
46277_pEYFPC1-ECFP_GgVcl_1-419_control_1_FRET.fasta,2,-,-1,598,2112,504,59.60,1.5006
46277_pEYFPC1-ECFP_GgVcl_1-419_control_1_FRET.fasta,3,+,2,4628,5422,264,62.22,10.2824
46277_pEYFPC1-ECFP_GgVcl_1-419_control_1_FRET.fasta,4,-,-3,4937,5473,178,64.35,18.3483
46277_pEYFPC1-ECFP_GgVcl_1-419_control_1_FRET.fasta,5,+,1,5443,5892,149,54.55,15.5003
46277_pEYFPC1-ECFP_GgVcl_1-419_control_1_FRET.fasta,6,+,3,4800,5186,128,53.40,17.0114
46277_pEYFPC1-ECFP_GgVcl_1-419_control_1_FRET.fasta,7,-,-1,3184,3429,81,61.02,16.6145
46277_pEYFPC1-ECFP_GgVcl_1-419_control_1_FRET.fasta,8,-,-2,2667,2912,81,56.19,14.0878
47067_pBXNH3.fasta,1,-,-3,4875,5762,295,69.94,10.0008
47067_pBXNH3.fasta,2,+,2,2666,3526,286,58.09,9.9555
47067_pBXNH3.fasta,3,-,-3,1071,1730,219,71.12,15.4520
47067_pBXNH3.fasta,4,-,-2,2191,2517,108,58.51,16.3672
47067_pBXNH3.fasta,5,-,-2,424,729,101,72.38,17.1799
47067_pBXNH3.fasta,6,-,-2,3130,3396,88,51.15,13.7315
47067_pBXNH3.fasta,7,+,3,5439,5687,82,62.77,17.2306
47818_pFAB3915.fasta,1,-,-1,222,1016,264,62.37,10.2804
47818_pFAB3915.fasta,2,+,2,1457,2134,225,81.82,15.7766
47818_pFAB3915.fasta,3,-,-2,458,844,128,53.41,16.7936
47818_pFAB3915.fasta,4,+,3,2373,2669,98,56.22,16.0194
47818_pFAB3915.fasta,5,+,3,453,707,84,65.83,19.1779
47860_pFAB1935.fasta,1,-,-1,3235,4029,264,62.37,10.2804
47860_pFAB1935.fasta,2,+,3,1332,2099,255,61.72,16.7814
47860_pFAB1935.fasta,3,+,2,425,1102,225,81.82,15.7766
47860_pFAB1935.fasta,4,-,-2,3471,3857,128,53.41,16.7936
47860_pFAB1935.fasta,5,+,2,2366,2662,98,56.22,16.0194
47860_pFAB1935.fasta,6,+,1,3466,3720,84,65.83,19.1779
48018_pICH41766.fasta,1,+,3,615,1625,336,61.90,14.5592
48018_pICH41766.fasta,2,-,-2,873,1256,127,64.54,19.9147
48018_pICH41766.fasta,3,-,-3,1133,1411,92,51.36,14.4484
48018_pICH41766.fasta,4,-,-3,866,1123,85,56.57,14.2461
49057_pGL410_INS421.fasta,1,+,1,472,2124,550,65.02,7.6546
49057_pGL410_INS421.fasta,2,-,-1,3496,4356,286,58.44,9.9643
49057_pGL410_INS421.fasta,3,+,2,3626,3892,88,53.04,13.5129
49057_pGL410_INS421.fasta,4,-,-1,433,699,88,67.50,17.2982
49733_pVRc11_987.fasta,1,-,-1,4247,4999,250,61.28,12.1490
49733_pVRc11_987.fasta,2,+,1,1,660,219,88.99,12.0109
49733_pVRc11_987.fasta,3,+,2,1352,2011,219,72.78,15.4520
49733_pVRc11_987.fasta,4,-,-3,708,1034,108,58.51,16.3672
49733_pVRc11_987.fasta,5,+,1,3343,3639,98,56.22,16.0194
49733_pVRc11_987.fasta,6,-,-2,2800,3090,96,49.91,17.3387
49733_pVRc11_987.fasta,7,-,-2,277,540,87,75.30,15.5093
49733_pVRc11_987.fasta,8,-,-2,541,786,81,63.78,16.2871
50656_pHIS3p_Venus-Tub1_3_UTR_HIS3.fasta,1,+,2,323,1183,286,58.16,9.9643
50656_pHIS3p_Venus-Tub1_3_UTR_HIS3.fasta,2,+,3,3759,4577,272,61.82,17.4826
50656_pHIS3p_Venus-Tub1_3_UTR_HIS3.fasta,3,+,2,5234,5968,244,57.13,17.4524
50656_pHIS3p_Venus-Tub1_3_UTR_HIS3.fasta,4,+,1,2617,3279,220,55.42,15.3663
50656_pHIS3p_Venus-Tub1_3_UTR_HIS3.fasta,5,+,2,3236,3550,104,54.35,16.4851
50656_pHIS3p_Venus-Tub1_3_UTR_HIS3.fasta,6,-,-3,787,1053,88,51.15,13.7315
51469_GFP-P4M-SidM.fasta,1,+,1,613,1710,365,64.27,16.1431
51469_GFP-P4M-SidM.fasta,2,+,2,2948,3742,264,62.22,10.2824
51469_GFP-P4M-SidM.fasta,3,-,-3,3257,3793,178,64.35,18.3483
51469_GFP-P4M-SidM.fasta,4,+,1,3763,4212,149,54.55,15.5003
51469_GFP-P4M-SidM.fasta,5,+,3,3120,3506,128,53.40,17.0114
51517_pLSLGUS.fasta,1,+,2,572,2503,643,75.20,10.0693
51517_pLSLGUS.fasta,2,+,1,2935,4650,571,56.56,10.3228
51517_pLSLGUS.fasta,3,-,-2,13004,14110,368,63.36,14.6089
51517_pLSLGUS.fasta,4,+,3,8838,9863,341,62.17,12.1091
51517_pLSLGUS.fasta,5,+,3,10605,11399,264,63.48,10.8568
51517_pLSLGUS.fasta,6,-,-3,15433,16119,228,66.29,7.3193
51517_pLSLGUS.fasta,7,-,-1,14505,15134,209,64.61,9.3489
51517_pLSLGUS.fasta,8,+,2,13637,14230,197,59.07,16.4868
51517_pLSLGUS.fasta,9,-,-2,806,1267,153,66.91,18.2303
51517_pLSLGUS.fasta,10,+,3,7881,8339,152,53.69,17.4469
51517_pLSLGUS.fasta,11,-,-3,9478,9912,144,50.69,15.2151
51517_pLSLGUS.fasta,12,-,-1,9171,9596,141,61.34,16.4205
51517_pLSLGUS.fasta,13,+,3,306,707,133,50.13,16.4487
51517_pLSLGUS.fasta,14,+,2,4028,4414,128,53.63,17.0851
51517_pLSLGUS.fasta,15,-,-3,205,573,122,51.88,17.9610
51517_pLSLGUS.fasta,16,+,2,15737,16087,116,59.27,12.3800
51517_pLSLGUS.fasta,17,-,-2,2234,2581,115,61.17,17.5728
51517_pLSLGUS.fasta,18,-,-2,1856,2182,108,65.62,17.2285
51517_pLSLGUS.fasta,19,+,1,6334,6651,105,56.98,16.6310
51517_pLSLGUS.fasta,20,+,1,6661,6978,105,56.98,16.6310
51517_pLSLGUS.fasta,21,+,3,8349,8666,105,54.78,16.8281
51517_pLSLGUS.fasta,22,+,1,15082,15396,104,51.99,14.4799
51517_pLSLGUS.fasta,23,-,-3,7156,7461,101,52.05,18.1663
51517_pLSLGUS.fasta,24,+,3,15396,15668,90,55.39,13.1680
51517_pLSLGUS.fasta,25,+,3,13974,14237,87,63.62,14.6160
51517_pLSLGUS.fasta,26,+,3,5742,6002,86,46.56,15.7107
51517_pLSLGUS.fasta,27,-,-3,4165,4419,84,65.33,19.2898
52233_pUASp_YFP_Rac1_WT.fasta,1,+,3,114,692,192,65.27,6.9437
52380_delta_PE_OCT4-GFP-2A-PURO_transgenic_reporter.fasta,1,+,1,7459,8901,480,65.33,13.5608
52380_delta_PE_OCT4-GFP-2A-PURO_transgenic_reporter.fasta,2,+,1,19504,20364,286,58.16,9.9643
52380_delta_PE_OCT4-GFP-2A-PURO_transgenic_reporter.fasta,3,+,3,8277,8939,220,50.86,9.7478
52380_delta_PE_OCT4-GFP-2A-PURO_transgenic_reporter.fasta,4,-,-2,5180,5668,162,45.72,15.5401
52380_delta_PE_OCT4-GFP-2A-PURO_transgenic_reporter.fasta,5,-,-1,6516,6986,156,52.61,14.3616
52380_delta_PE_OCT4-GFP-2A-PURO_transgenic_reporter.fasta,6,-,-3,13699,14145,148,43.77,15.8230
52380_delta_PE_OCT4-GFP-2A-PURO_transgenic_reporter.fasta,7,-,-2,17774,18217,147,48.18,14.7959
52380_delta_PE_OCT4-GFP-2A-PURO_transgenic_reporter.fasta,8,+,2,16922,17350,142,55.26,16.5046
52380_delta_PE_OCT4-GFP-2A-PURO_transgenic_reporter.fasta,9,+,1,9208,9612,134,54.65,13.9653
52380_delta_PE_OCT4-GFP-2A-PURO_transgenic_reporter.fasta,10,+,1,14884,15288,134,44.85,15.2282
52380_delta_PE_OCT4-GFP-2A-PURO_transgenic_reporter.fasta,11,+,2,599,976,125,45.46,15.9785
52380_delta_PE_OCT4-GFP-2A-PURO_transgenic_reporter.fasta,12,+,3,14439,14801,120,51.84,15.6769
52380_delta_PE_OCT4-GFP-2A-PURO_transgenic_reporter.fasta,13,+,3,14844,15182,112,56.72,15.9324
52380_delta_PE_OCT4-GFP-2A-PURO_transgenic_reporter.fasta,14,+,3,2478,2759,93,53.31,17.6912
52380_delta_PE_OCT4-GFP-2A-PURO_transgenic_reporter.fasta,15,+,3,11106,11384,92,49.91,16.4666
52380_delta_PE_OCT4-GFP-2A-PURO_transgenic_reporter.fasta,16,+,1,4207,4473,88,41.29,14.9807
52380_delta_PE_OCT4-GFP-2A-PURO_transgenic_reporter.fasta,17,-,-1,19968,20234,88,51.15,13.7315
52380_delta_PE_OCT4-GFP-2A-PURO_transgenic_reporter.fasta,18,+,1,3256,3519,87,46.12,15.7763
52380_delta_PE_OCT4-GFP-2A-PURO_transgenic_reporter.fasta,19,+,1,9625,9879,84,51.44,14.1846
52380_delta_PE_OCT4-GFP-2A-PURO_transgenic_reporter.fasta,20,+,2,16103,16348,81,57.99,17.0515
52532_pKF251.fasta,1,-,-3,9540,10400,286,58.16,9.9643
52532_pKF251.fasta,2,+,2,2855,3676,273,44.91,10.1124
52532_pKF251.fasta,3,-,-3,2838,3608,256,59.41,9.6467
52532_pKF251.fasta,4,+,3,2076,2831,251,70.19,17.0741
52532_pKF251.fasta,5,+,2,5153,5770,205,60.63,6.5181
52532_pKF251.fasta,6,+,2,6596,7183,195,62.12,12.2873
52532_pKF251.fasta,7,+,3,3096,3581,161,69.93,16.4102
52532_pKF251.fasta,8,+,1,4903,5313,136,55.65,16.8001
52532_pKF251.fasta,9,-,-2,8101,8394,97,57.83,14.2201
52532_pKF251.fasta,10,-,-3,1707,1979,90,53.03,16.9024
52532_pKF251.fasta,11,+,1,9670,9936,88,51.15,13.7315
52532_pKF251.fasta,12,+,2,65,310,81,62.15,15.7854
52532_pKF251.fasta,13,-,-1,11210,11455,81,53.80,18.1019
53582_pMyc-CMV1.fasta,1,-,-1,3240,4100,286,58.16,9.9643
53582_pMyc-CMV1.fasta,2,+,2,1178,1555,125,52.89,17.1278
53582_pMyc-CMV1.fasta,3,+,1,3370,3636,88,51.15,13.7315
54580_mDsRed-N1.fasta,1,+,3,105,782,225,66.78,17.1025
54844_mTurquoise2-pBAD.fasta,1,-,-1,258,1301,347,60.18,10.9664
54844_mTurquoise2-pBAD.fasta,2,-,-3,4525,5412,295,69.94,10.0008
54844_mTurquoise2-pBAD.fasta,3,+,3,1698,2558,286,58.16,9.8572
54844_mTurquoise2-pBAD.fasta,4,+,3,342,1166,274,70.27,16.6127
54844_mTurquoise2-pBAD.fasta,5,-,-2,1223,1549,108,58.51,16.3672
54844_mTurquoise2-pBAD.fasta,6,-,-2,2162,2428,88,51.56,13.6617
54844_mTurquoise2-pBAD.fasta,7,+,1,5089,5337,82,62.77,17.2306
54899_mApple-Farnesyl-5.fasta,1,-,-1,165,740,191,62.00,17.8738
56227_mIFP-LC-Myosin-N-7.fasta,1,-,-3,187,504,105,52.54,13.9912
56621_mVenus-PCNA-19-SV40NLS-4.fasta,1,+,2,659,2305,548,62.72,14.5286
56621_mVenus-PCNA-19-SV40NLS-4.fasta,2,+,3,3543,4337,264,62.22,10.2824
56621_mVenus-PCNA-19-SV40NLS-4.fasta,3,-,-2,3852,4388,178,64.35,18.3483
56621_mVenus-PCNA-19-SV40NLS-4.fasta,4,+,2,4358,4807,149,54.55,15.5003
56621_mVenus-PCNA-19-SV40NLS-4.fasta,5,+,1,3715,4101,128,53.40,17.0114
56621_mVenus-PCNA-19-SV40NLS-4.fasta,6,-,-1,505,789,94,61.33,8.4722
56621_mVenus-PCNA-19-SV40NLS-4.fasta,7,-,-1,1858,2109,83,54.36,15.5716
57121_mPA-GFP-Actin-C-18.fasta,1,-,-3,145,705,186,66.77,15.9026
57121_mPA-GFP-Actin-C-18.fasta,2,+,2,167,556,129,59.27,17.9822
58059_tdTurboRFP-H2B-6.fasta,1,+,3,657,2531,624,64.60,2.0284
58059_tdTurboRFP-H2B-6.fasta,2,-,-2,447,1751,434,55.87,12.9808
58059_tdTurboRFP-H2B-6.fasta,3,+,2,3761,4555,264,62.22,10.2824
58059_tdTurboRFP-H2B-6.fasta,4,-,-3,4070,4606,178,64.35,18.3483
58059_tdTurboRFP-H2B-6.fasta,5,+,1,4576,5025,149,54.55,15.5003
58059_tdTurboRFP-H2B-6.fasta,6,+,3,3933,4319,128,53.40,17.0114
58059_tdTurboRFP-H2B-6.fasta,7,-,-3,1916,2161,81,56.68,17.1342
58059_tdTurboRFP-H2B-6.fasta,8,-,-3,1154,1399,81,56.68,17.1342
58294_pcDNA3.1-myc-AP1S3_R33W.fasta,1,+,1,160,705,181,58.16,16.2027
59621_pSicoR-TTF1i2.fasta,1,-,-1,133,393,86,69.85,18.2095
59638_pGEM-T_Dmel_Or10a.fasta,1,+,1,682,1032,116,65.00,15.0164
59638_pGEM-T_Dmel_Or10a.fasta,2,-,-2,688,1005,105,60.27,16.9008
59638_pGEM-T_Dmel_Or10a.fasta,3,+,1,43,315,90,56.93,18.2320
60183_DYSF-Exon19-del.fasta,1,+,3,219,6347,2042,59.20,15.9616
60183_DYSF-Exon19-del.fasta,2,-,-3,7545,8360,271,61.83,12.5159
60183_DYSF-Exon19-del.fasta,3,-,-3,2841,3563,240,53.56,15.2187
60183_DYSF-Exon19-del.fasta,4,-,-3,5469,6095,208,58.34,17.5563
60183_DYSF-Exon19-del.fasta,5,-,-1,5732,6295,187,49.41,14.4181
60183_DYSF-Exon19-del.fasta,6,-,-3,3564,3962,132,57.10,15.2777
60183_DYSF-Exon19-del.fasta,7,-,-1,806,1141,111,54.20,15.5815
60183_DYSF-Exon19-del.fasta,8,-,-1,3206,3538,110,51.08,13.4124
60183_DYSF-Exon19-del.fasta,9,-,-3,5031,5363,110,55.18,17.2539
60183_DYSF-Exon19-del.fasta,10,+,1,358,669,103,45.04,14.4096
60183_DYSF-Exon19-del.fasta,11,-,-3,156,434,92,58.79,17.0719
60183_DYSF-Exon19-del.fasta,12,+,1,2692,2946,84,41.96,13.0832
60183_DYSF-Exon19-del.fasta,13,-,-3,2088,2342,84,62.44,14.1061
60276_pENTR_D-TOPO-C3_34.fasta,1,+,3,1557,2366,269,62.06,12.4787
60276_pENTR_D-TOPO-C3_34.fasta,2,+,3,1227,1475,82,59.80,18.9178
60525_pSBbi-Neo.fasta,1,-,-1,4979,5839,286,58.16,9.9643
60525_pSBbi-Neo.fasta,2,+,3,2643,3437,264,62.37,10.2804
60525_pSBbi-Neo.fasta,3,+,3,1089,1736,215,54.89,15.5793
60525_pSBbi-Neo.fasta,4,-,-3,1014,1451,145,57.05,14.3838
60525_pSBbi-Neo.fasta,5,-,-2,1903,2325,140,57.35,15.3460
60525_pSBbi-Neo.fasta,6,+,1,2815,3201,128,53.41,16.7936
60525_pSBbi-Neo.fasta,7,-,-3,5736,6017,93,54.60,17.2915
60525_pSBbi-Neo.fasta,8,-,-2,3313,3588,91,51.40,16.1967
60525_pSBbi-Neo.fasta,9,+,3,5109,5375,88,51.15,13.7315
60525_pSBbi-Neo.fasta,10,-,-3,2952,3206,84,65.83,19.1779
61210_pENTR-FLAG-hDIXDC1-L-WT.fasta,1,-,-2,222,494,90,49.76,15.1251
61270_pMM178.fasta,1,+,1,5257,9384,1375,60.11,14.8067
61270_pMM178.fasta,2,-,-1,637,2028,463,63.06,12.5068
61270_pMM178.fasta,3,+,1,2617,3291,224,66.08,13.7711
61270_pMM178.fasta,4,-,-1,3976,4635,219,71.07,15.4520
61270_pMM178.fasta,5,-,-1,2533,3048,171,62.43,14.7948
61270_pMM178.fasta,6,+,2,1124,1561,145,66.05,13.9071
61270_pMM178.fasta,7,+,1,2179,2523,114,52.74,14.9280
61743_PRK5-FLAG-USP13_5-1.fasta,1,+,3,924,3515,863,58.26,16.5234
61743_PRK5-FLAG-USP13_5-1.fasta,2,+,1,5728,6588,286,58.16,9.9643
61743_PRK5-FLAG-USP13_5-1.fasta,3,-,-2,2558,2995,145,50.95,16.5212
61743_PRK5-FLAG-USP13_5-1.fasta,4,-,-2,2042,2365,107,54.37,17.3044
61743_PRK5-FLAG-USP13_5-1.fasta,5,-,-1,4548,4865,105,45.81,15.6220
61743_PRK5-FLAG-USP13_5-1.fasta,6,-,-3,2248,2544,98,51.06,15.3180
61743_PRK5-FLAG-USP13_5-1.fasta,7,+,2,3815,4081,88,52.11,13.6498
61743_PRK5-FLAG-USP13_5-1.fasta,8,-,-1,6192,6458,88,51.15,13.7315
61743_PRK5-FLAG-USP13_5-1.fasta,9,+,1,553,798,81,49.94,16.3899
